Agreements_Agreements;Sopimukset
Agreements_Agreement;Sopimus
Agreements_Startplace;Työhönottopaikka
Agreements_Employee;Työntekijä
Agreements_Address;Osoite
Agreements_Zip;Postinumero
Agreements_City;Postitoimipaikka
Agreements_Email;Sähköpostiosoite
Agreements_Phone;Puhelinnumero
Agreements_Taxnumber;Veronumero
Agreements_Sotu;Henkilötunnus
Agreements_No_Agreements;Ei voimassaolevia sopimuksia
Agreements_Page;Sivu
Agreements_Search;Etsi
Agreements_Refresh;Lataa sopimukset uudestaan
Agreements_Refresh_Tooltip;Lataa sopimukset uudestaan tästä napista
Agreements_Missing;Tieto puutuu lataa uudestaan
Agreements_New_Agreement;Luo uusi sopimus
Agreements_New_Agreement_Tooltip;Luo uusi sopimus tästä napista
Agreements_Submit;Tallenna
Agreements_Close;Peruuta
Agreements_Sending;Läheettä
Agreements_Success;Onnistui
Agreements_Failure;Epäonnistu
Agreements_Select_PDF;Valitse PDF
Agreements_Select_PDF_Label;Sopimus
Agreements_Start_Date;Aloituspäivä
Agreements_Effective_Date;Lopetuspäivä
Agreements_Permanent;Toistaiseksi voimassa oleva
Agreements_New_Agreement_Created;Uusi sopimus luotu! Lisää vielä sopimus PDF-muodossa päivitä sopimus -napista.
Agreements_Workplace;Työmaa
Agreements_No_Qualifications;Ei voimassaolevia pätevyyksiä
Agreements_Qualification_Name;Pätevyys
Agreements_Employee_Name;Työntekijän kokonimi
Agreements_Date_Started;Aloituspäivämäärä
Agreements_Date_Completed;Voimassa päivämäärän asti
Agreements_Active;Voimassa
Agreements_Description;Pätevyyden kuvaus
Agreements_Experience_In_Years;Kokemus vuosina
Agreements_Firstname;Etunimi
Agreements_Lastname;Sukunimi
Agreements_Refresh_Qualifications;Lataa pätevyydet uudestaan
Agreements_Refresh_Qualifications_Tooltip;Lataa pätevyydet uudestaan tästä napista
Agreements_True;Kyllä
Agreements_False;Ei
Agreements_Year;-vuosi
Agreements_Years;-vuotta
Agreements_Type;Voimassaoloaika
Agreements_Worktime;Työaika
Agreements_Employment_Type;Voimassaoloaika
Agreements_Parttime;Osa-aikainen
Agreements_Period;Määräaikainen
Agreements_Hours_In_A_Day;Työaika
Agreements_Employment_Type_Reason;Määräaikaisuuden peruste
Agreements_Update_Agreement;Päivitä sopimus
Agreements_Update_Agreement_Tooltip;Päivitä sopimus tästä napista
Agreements_Replace;Korvaa valittu sopimus
Agreements_Error;Virhe
Agreements_Replaced;Sopimus päivitetty
Agreements_Agreements;Sopimukset
Agreements_View_Agreement;Näytä sopimus
Agreements_Empty_Text_Type;Voimassaoloaikatiedot puuttuu
Agreements_Empty_Text_Worktime;Työaikatiedot puuttuu
Agreements_Agree;Työtekijä suostuu
Agreements_Empty_Text_Agree;Ei tietoja saatavilla
Agreements_Warranty_Work_Hours;Takuutunnit viikossa
Agreements_Time;Työaika
Agreements_Bank_Account;IBAN
Agreements_Are_You_Sure;Oletko varma?
Agreements_Are_You_Sure_Text;Et voi peruuttaa toimintoa jos vastaat kyllä
Agreements_Delete_Agreement;Poista työsopimus
Agreements_Agreement_Deleted;Työsopimus poistettu
Agreements_Salary;Palkka on
Agreements_Salaries;Palkkaus
Agreements_Salary_Unit;Yksikkö h/kk/?
Agreements_Salary_Other_What;Muu, mikä
Agreements_Salary_Terms_And_Conditions;Palkka perustuu
Agreements_Empty_Salary_Terms_And_Conditions;Ei palkanmaksuperusteita
Agreements_Addidional;Lisäksi on sovittu
Agreements_Terms_And_Conditions;Työsuhteen ehdot
Agreements_Employment_Laws;Työsuhteessa noudatetaan
Agreements_Empty_Employment_Laws;Ei ehtoja valittu
Agreements_Job;Tehtävänimike
Agreements_Tasks;Työtehtävät
Agreements_Benefits;Työssä on luontaisetuina
Agreements_Salary_Payment_Period;ja se perustuu
Agreements_Empty_Salary_Payment_Period;Ei palkanmaksukausia
Agreements_Tab_1;Yleistiedot
Agreements_Tab_3;Työaika
Agreements_Tab_4;Työtehtävät
Agreements_Tab_5;Palkkaus
Agreements_Tab_6;Työsuhteen ehdot
Agreements_Tab_7;Lisätiedot
Agreements_Job_Title_And_Tasks;Työtehtävät
Agreements_New_Agreement_Failed;Työsopimuksen liitetiedostoston lataus palvelimelle epäonnistui
Agreements_Tab_2;Käyttäjätiedot
Agreements_Trial;Koeaika
Agreements_Agreement_Trial;Koeaika on puolet työsuhteen kestosta, maksimissaan 4 kuukautta.
Agreements_Employee_Agrees_Worktime;Työntekijä suostuu
Agreements_Laws_1;Työehtosopimukseen
Agreements_Laws_2;Työlainsäädäntöön
Agreements_Terms_And_Condtions;Työsuhteen ehdot
Agreements_Salary_Period_Terms_And_Condtions;Palakanmaksukausi on
Agreements_Salary_Period_Id_1;Aikaan
Agreements_Salary_Period_Id_2;Suoritukseen
Agreements_Salary_Period_Id_3;Provisioon
Agreements_Salary_Period_Id_4;Muu, mikä
Agreements_Salary_Id_1;14 päivää
Agreements_Salary_Id_2;Kuukausi
Agreements_Salary_Id_3;Kahdesti kuukaudessa
Agreements_Salary_Id_4;Alkaen:
Agreements_Active_Tooltip;Klikkaa tästä voimassa oleviin sopimuksiin
Agreements_Inactive;Vanhentuneet
Agreements_Inactive_Tooltip;Klikkaa tästä vanhentuneisiin sopimuksiin
Agreements_User;Käyttäjä
Agreements_Username;Käyttäjänimi
Agreements_Password;Salasana
Agreements_Verify;Vahvista salasana
Agreements_Userdata;Käyttäjätiedot
Agreements_Password_Verify_Failure;Salasanan varmistus epäonnistui
Agreements_Tes;TES
Agreements_Clear;Poista valinnat
Agreements_Clear_Tooltip;Poista valinnat Tästä napista 
Agreements_Upcoming;Tulevat
Agreements_Upcoming_Tooltip;Lataa tulevat sopimukset tästä napista
Agreements_Create_User;Luo käyttäjätunnukset
Agreements_Salary_Performance;ja se perustuu
Agreements_Empty_Text_Performance;Ei tietoja valitttu
Agreements_Customer;Yksikkö
Agreements_Export;Tuo MS Excel -tiedostona
Agreements_Export_Tooltip;Tuo MS Excel -tiedostona tästä napista
Agreements_Trial_End_Date;Koeaika päättyy
Agreements_Email_Subject_Text_1;HRM-ilmoitus
Agreements_Email_Body_Text_1;Vaihda salasana ensimmäisellä kirjautumisella.
Agreements_Email_Subject_Text_6;Käyttäjätunnus
Agreements_Email_Body_Text_6;Sinulle on luotu käyttäjätunnus HRM:n
Agreements_Email_Body_Text_2;Käyttäjätunnus
Agreements_Email_Body_Text_3;Salasana
Agreements_List_Of_Emails_Excel;Sähköpostilista
Agreements_Export_Emails_Excel;Tuo sähköpostiosoitteet MS Excel -tiedostona
Agreements_Export_Emails_Excel_Tooltip;Tuo sähköpostiosoitteet MS Excel -tiedostona tästä napista
Agreements_Taxation_City;Verotuskunta
Agreements_Basic_Prosent;Verotuksen perus %
Agreements_Extra_Prosent;Verotuksen lisä % 
Agreements_Yearlysalarylimit;Vuosituloraja
Agreements_Taxationcountingmethod;Verolaskennan tapa 
Agreements_Taxcard_Come_Into_Effect_Date;Verokortin voimaantulo päivä 
Agreements_Retrimentmodel;Eläkevakuutusmalli
Agreements_AY_Membershippaymentpersent;AY-jäsenmaksu %
Agreements_BIC;BIC
Agreements_Real_Estate;Asuntoetu
Agreements_Real_Estate_Elec;Asuntoetu + Sähkö
Agreements_Garage_Benefit;Autotallietu
Agreements_Meal_Benefit;Ravintoetu
Agreements_Car_Benefit;Autoetu
Agreements_Phone_Benefit;Puhelinetu
Agreements_Message_Date;Sähköposti-ilmoituksien päättymispäivämäärä
